t      ,A11      ,A12     ,A21      ,A22      ,B11      ,B21
16.966 ,-11.6543 ,77.4691 ,-77.4691 ,-11.6543 ,0.967328 ,1.90838
16.968 ,-11.656  ,77.4805 ,-77.4805 ,-11.656  ,0.967169 ,1.90833
16.97  ,-11.6577 ,77.492  ,-77.492  ,-11.6577 ,0.967041 ,1.90829
16.972 ,-11.6594 ,77.5035 ,-77.5035 ,-11.6594 ,0.966914 ,1.90825
16.974 ,-11.6611 ,77.515  ,-77.515  ,-11.6611 ,0.966786 ,1.90821
16.976 ,-11.6628 ,77.5265 ,-77.5265 ,-11.6628 ,0.966658 ,1.90818
16.978 ,-11.6645 ,77.538  ,-77.538  ,-11.6645 ,0.966521 ,1.90813
16.98  ,-11.6663 ,77.5496 ,-77.5496 ,-11.6663 ,0.966382 ,1.90808
16.982 ,-11.668  ,77.5612 ,-77.5612 ,-11.668  ,0.966242 ,1.90804
16.984 ,-11.6697 ,77.5728 ,-77.5728 ,-11.6697 ,0.966159 ,1.90801
16.986 ,-11.6714 ,77.5844 ,-77.5844 ,-11.6714 ,0.966107 ,1.908
16.988 ,-11.6731 ,77.596  ,-77.596  ,-11.6731 ,0.966056 ,1.90799
16.99  ,-11.6749 ,77.6076 ,-77.6076 ,-11.6749 ,0.966003 ,1.90798
16.992 ,-11.6766 ,77.6193 ,-77.6193 ,-11.6766 ,0.965949 ,1.90797
16.994 ,-11.6783 ,77.631  ,-77.631  ,-11.6783 ,0.965895 ,1.90796
16.996 ,-11.6801 ,77.6427 ,-77.6427 ,-11.6801 ,0.965841 ,1.90795
16.998 ,-11.6818 ,77.6544 ,-77.6544 ,-11.6818 ,0.965787 ,1.90794
17     ,-11.6835 ,77.6661 ,-77.6661 ,-11.6835 ,0.965733 ,1.90792
17.002 ,-11.6853 ,77.6779 ,-77.6779 ,-11.6853 ,0.965678 ,1.90791
17.004 ,-11.687  ,77.6896 ,-77.6896 ,-11.687  ,0.965623 ,1.9079
17.006 ,-11.6887 ,77.7014 ,-77.7014 ,-11.6887 ,0.965568 ,1.90789
17.008 ,-11.6905 ,77.7131 ,-77.7131 ,-11.6905 ,0.965513 ,1.90788
17.01  ,-11.6922 ,77.7249 ,-77.7249 ,-11.6922 ,0.965496 ,1.90789
17.012 ,-11.694  ,77.7366 ,-77.7366 ,-11.694  ,0.965529 ,1.90793
17.014 ,-11.6957 ,77.7484 ,-77.7484 ,-11.6957 ,0.965795 ,1.9081
17.016 ,-11.6975 ,77.7601 ,-77.7601 ,-11.6975 ,0.966093 ,1.90829
17.018 ,-11.6992 ,77.7719 ,-77.7719 ,-11.6992 ,0.966377 ,1.90848
17.02  ,-11.701  ,77.7838 ,-77.7838 ,-11.701  ,0.96666  ,1.9087
17.022 ,-11.7027 ,77.7956 ,-77.7956 ,-11.7027 ,0.96695  ,1.90892
17.024 ,-11.7045 ,77.8075 ,-77.8075 ,-11.7045 ,0.967241 ,1.90915
17.026 ,-11.7062 ,77.8195 ,-77.8195 ,-11.7062 ,0.967528 ,1.90937
17.028 ,-11.708  ,77.8314 ,-77.8314 ,-11.708  ,0.967772 ,1.90962
17.03  ,-11.7098 ,77.8434 ,-77.8434 ,-11.7098 ,0.968017 ,1.90986
17.032 ,-11.7116 ,77.8554 ,-77.8554 ,-11.7116 ,0.968262 ,1.91011
17.034 ,-11.7133 ,77.8674 ,-77.8674 ,-11.7133 ,0.968507 ,1.91035
17.036 ,-11.7151 ,77.8794 ,-77.8794 ,-11.7151 ,0.968753 ,1.91062
17.038 ,-11.7169 ,77.8914 ,-77.8914 ,-11.7169 ,0.969    ,1.91091
17.04  ,-11.7187 ,77.9035 ,-77.9035 ,-11.7187 ,0.969247 ,1.9112
17.042 ,-11.7205 ,77.9155 ,-77.9155 ,-11.7205 ,0.969495 ,1.91149
17.044 ,-11.7223 ,77.9276 ,-77.9276 ,-11.7223 ,0.969726 ,1.91179
17.046 ,-11.724  ,77.9396 ,-77.9396 ,-11.724  ,0.969935 ,1.9121
17.048 ,-11.7258 ,77.9517 ,-77.9517 ,-11.7258 ,0.970143 ,1.91241
17.05  ,-11.7276 ,77.9637 ,-77.9637 ,-11.7276 ,0.970351 ,1.91272
17.052 ,-11.7294 ,77.9757 ,-77.9757 ,-11.7294 ,0.97056  ,1.91304
17.054 ,-11.7312 ,77.9877 ,-77.9877 ,-11.7312 ,0.970767 ,1.91335
17.056 ,-11.733  ,77.9998 ,-77.9998 ,-11.733  ,0.970975 ,1.91366
17.058 ,-11.7347 ,78.0117 ,-78.0117 ,-11.7347 ,0.971183 ,1.91397
17.06  ,-11.7365 ,78.0237 ,-78.0237 ,-11.7365 ,0.97139  ,1.91428
17.062 ,-11.7383 ,78.0357 ,-78.0357 ,-11.7383 ,0.971558 ,1.9146
17.064 ,-11.74   ,78.0476 ,-78.0476 ,-11.74   ,0.971709 ,1.91492
17.066 ,-11.7418 ,78.0596 ,-78.0596 ,-11.7418 ,0.971861 ,1.91524
17.068 ,-11.7436 ,78.0715 ,-78.0715 ,-11.7436 ,0.972011 ,1.91556
17.07  ,-11.7453 ,78.0834 ,-78.0834 ,-11.7453 ,0.972162 ,1.91588
17.072 ,-11.7471 ,78.0952 ,-78.0952 ,-11.7471 ,0.972313 ,1.9162
17.074 ,-11.7489 ,78.1071 ,-78.1071 ,-11.7489 ,0.972463 ,1.91652
17.076 ,-11.7506 ,78.1189 ,-78.1189 ,-11.7506 ,0.972613 ,1.91684
17.078 ,-11.7524 ,78.1307 ,-78.1307 ,-11.7524 ,0.972762 ,1.91716
17.08  ,-11.7541 ,78.1425 ,-78.1425 ,-11.7541 ,0.972912 ,1.91748
17.082 ,-11.7559 ,78.1543 ,-78.1543 ,-11.7559 ,0.973061 ,1.9178
17.084 ,-11.7576 ,78.1661 ,-78.1661 ,-11.7576 ,0.97321  ,1.91811
17.086 ,-11.7593 ,78.1779 ,-78.1779 ,-11.7593 ,0.973359 ,1.91843
17.088 ,-11.7611 ,78.1896 ,-78.1896 ,-11.7611 ,0.973508 ,1.91875
17.09  ,-11.7628 ,78.2014 ,-78.2014 ,-11.7628 ,0.973657 ,1.91906
17.092 ,-11.7646 ,78.2131 ,-78.2131 ,-11.7646 ,0.97381  ,1.91938
17.094 ,-11.7663 ,78.2249 ,-78.2249 ,-11.7663 ,0.973987 ,1.91973
17.096 ,-11.768  ,78.2366 ,-78.2366 ,-11.768  ,0.974163 ,1.92007
17.098 ,-11.7698 ,78.2484 ,-78.2484 ,-11.7698 ,0.97434  ,1.92042
17.1   ,-11.7715 ,78.2601 ,-78.2601 ,-11.7715 ,0.974516 ,1.92076
17.102 ,-11.7733 ,78.2718 ,-78.2718 ,-11.7733 ,0.974693 ,1.92111
17.104 ,-11.775  ,78.2836 ,-78.2836 ,-11.775  ,0.974869 ,1.92145
17.106 ,-11.7767 ,78.2953 ,-78.2953 ,-11.7767 ,0.975046 ,1.9218
17.108 ,-11.7785 ,78.3071 ,-78.3071 ,-11.7785 ,0.975222 ,1.92214
17.11  ,-11.7802 ,78.3188 ,-78.3188 ,-11.7802 ,0.975399 ,1.92249
17.112 ,-11.782  ,78.3305 ,-78.3305 ,-11.782  ,0.975575 ,1.92283
17.114 ,-11.7837 ,78.3423 ,-78.3423 ,-11.7837 ,0.975751 ,1.92318
17.116 ,-11.7854 ,78.354  ,-78.354  ,-11.7854 ,0.975927 ,1.92352
17.118 ,-11.7872 ,78.3657 ,-78.3657 ,-11.7872 ,0.976103 ,1.92387
17.12  ,-11.7889 ,78.3774 ,-78.3774 ,-11.7889 ,0.976279 ,1.92421
17.122 ,-11.7906 ,78.3891 ,-78.3891 ,-11.7906 ,0.976454 ,1.92455
17.124 ,-11.7924 ,78.4007 ,-78.4007 ,-11.7924 ,0.976629 ,1.9249
17.126 ,-11.7941 ,78.4124 ,-78.4124 ,-11.7941 ,0.976804 ,1.92524
17.128 ,-11.7958 ,78.424  ,-78.424  ,-11.7958 ,0.976978 ,1.92558
17.13  ,-11.7975 ,78.4356 ,-78.4356 ,-11.7975 ,0.977152 ,1.92592
17.132 ,-11.7992 ,78.4472 ,-78.4472 ,-11.7992 ,0.977326 ,1.92626
17.134 ,-11.801  ,78.4587 ,-78.4587 ,-11.801  ,0.977499 ,1.9266
17.136 ,-11.8027 ,78.4703 ,-78.4703 ,-11.8027 ,0.977671 ,1.92694
17.138 ,-11.8044 ,78.4818 ,-78.4818 ,-11.8044 ,0.977844 ,1.92728
17.14  ,-11.8061 ,78.4932 ,-78.4932 ,-11.8061 ,0.978015 ,1.92762
17.142 ,-11.8078 ,78.5047 ,-78.5047 ,-11.8078 ,0.978186 ,1.92796
17.144 ,-11.8094 ,78.5161 ,-78.5161 ,-11.8094 ,0.978357 ,1.92829
17.146 ,-11.8111 ,78.5274 ,-78.5274 ,-11.8111 ,0.978527 ,1.92862
17.148 ,-11.8128 ,78.5388 ,-78.5388 ,-11.8128 ,0.978697 ,1.92896
17.15  ,-11.8145 ,78.5501 ,-78.5501 ,-11.8145 ,0.978866 ,1.92929
17.152 ,-11.8162 ,78.5613 ,-78.5613 ,-11.8162 ,0.979035 ,1.92962
17.154 ,-11.8178 ,78.5726 ,-78.5726 ,-11.8178 ,0.979203 ,1.92995
17.156 ,-11.8195 ,78.5838 ,-78.5838 ,-11.8195 ,0.979371 ,1.93028
17.158 ,-11.8211 ,78.595  ,-78.595  ,-11.8211 ,0.979538 ,1.93061
17.16  ,-11.8228 ,78.6061 ,-78.6061 ,-11.8228 ,0.979704 ,1.93094
17.162 ,-11.8244 ,78.6172 ,-78.6172 ,-11.8244 ,0.979871 ,1.93127
17.164 ,-11.8261 ,78.6283 ,-78.6283 ,-11.8261 ,0.980037 ,1.93159
17.166 ,-11.8277 ,78.6394 ,-78.6394 ,-11.8277 ,0.980202 ,1.93192
17.168 ,-11.8293 ,78.6504 ,-78.6504 ,-11.8293 ,0.980367 ,1.93224
17.17  ,-11.831  ,78.6614 ,-78.6614 ,-11.831  ,0.980532 ,1.93257
17.172 ,-11.8326 ,78.6724 ,-78.6724 ,-11.8326 ,0.980697 ,1.93289
17.174 ,-11.8342 ,78.6833 ,-78.6833 ,-11.8342 ,0.980861 ,1.93321
17.176 ,-11.8358 ,78.6942 ,-78.6942 ,-11.8358 ,0.981024 ,1.93353
17.178 ,-11.8375 ,78.7051 ,-78.7051 ,-11.8375 ,0.981187 ,1.93385
17.18  ,-11.8391 ,78.716  ,-78.716  ,-11.8391 ,0.98135  ,1.93417
17.182 ,-11.8407 ,78.7269 ,-78.7269 ,-11.8407 ,0.981583 ,1.9346
17.184 ,-11.8423 ,78.7377 ,-78.7377 ,-11.8423 ,0.981838 ,1.93506
17.186 ,-11.8439 ,78.7485 ,-78.7485 ,-11.8439 ,0.982092 ,1.93552
17.188 ,-11.8455 ,78.7593 ,-78.7593 ,-11.8455 ,0.982347 ,1.93598
17.19  ,-11.8471 ,78.7701 ,-78.7701 ,-11.8471 ,0.982601 ,1.93644
17.192 ,-11.8487 ,78.7809 ,-78.7809 ,-11.8487 ,0.982855 ,1.9369
17.194 ,-11.8503 ,78.7917 ,-78.7917 ,-11.8503 ,0.98311  ,1.93736
17.196 ,-11.8519 ,78.8024 ,-78.8024 ,-11.8519 ,0.983364 ,1.93782
17.198 ,-11.8535 ,78.8132 ,-78.8132 ,-11.8535 ,0.983618 ,1.93828
17.2   ,-11.8551 ,78.824  ,-78.824  ,-11.8551 ,0.983872 ,1.93874
17.202 ,-11.8567 ,78.8347 ,-78.8347 ,-11.8567 ,0.984125 ,1.93919
17.204 ,-11.8583 ,78.8455 ,-78.8455 ,-11.8583 ,0.984378 ,1.93965
17.206 ,-11.8598 ,78.8562 ,-78.8562 ,-11.8598 ,0.984631 ,1.94011
17.208 ,-11.8614 ,78.8669 ,-78.8669 ,-11.8614 ,0.984883 ,1.94057
17.21  ,-11.863  ,78.8776 ,-78.8776 ,-11.863  ,0.985135 ,1.94102
17.212 ,-11.8646 ,78.8883 ,-78.8883 ,-11.8646 ,0.985385 ,1.94147
17.214 ,-11.8662 ,78.8989 ,-78.8989 ,-11.8662 ,0.985635 ,1.94193
17.216 ,-11.8677 ,78.9095 ,-78.9095 ,-11.8677 ,0.985884 ,1.94238
17.218 ,-11.8693 ,78.9201 ,-78.9201 ,-11.8693 ,0.986132 ,1.94283
17.22  ,-11.8709 ,78.9306 ,-78.9306 ,-11.8709 ,0.986378 ,1.94327
17.222 ,-11.8724 ,78.9411 ,-78.9411 ,-11.8724 ,0.986624 ,1.94372
17.224 ,-11.874  ,78.9515 ,-78.9515 ,-11.874  ,0.986868 ,1.94416
17.226 ,-11.8755 ,78.9619 ,-78.9619 ,-11.8755 ,0.987111 ,1.9446
17.228 ,-11.877  ,78.9722 ,-78.9722 ,-11.877  ,0.987352 ,1.94504
17.23  ,-11.8786 ,78.9825 ,-78.9825 ,-11.8786 ,0.987592 ,1.94548
17.232 ,-11.8801 ,78.9927 ,-78.9927 ,-11.8801 ,0.987831 ,1.94591
17.234 ,-11.8816 ,79.0029 ,-79.0029 ,-11.8816 ,0.988068 ,1.94634
17.236 ,-11.8831 ,79.013  ,-79.013  ,-11.8831 ,0.988303 ,1.94677
17.238 ,-11.8846 ,79.0231 ,-79.0231 ,-11.8846 ,0.988537 ,1.9472
17.24  ,-11.886  ,79.033  ,-79.033  ,-11.886  ,0.98877  ,1.94762
17.242 ,-11.8875 ,79.043  ,-79.043  ,-11.8875 ,0.989001 ,1.94804
17.244 ,-11.889  ,79.0528 ,-79.0528 ,-11.889  ,0.989232 ,1.94846
17.246 ,-11.8904 ,79.0627 ,-79.0627 ,-11.8904 ,0.98946  ,1.94888
17.248 ,-11.8919 ,79.0724 ,-79.0724 ,-11.8919 ,0.989688 ,1.94929
17.25  ,-11.8933 ,79.0821 ,-79.0821 ,-11.8933 ,0.989914 ,1.9497
17.252 ,-11.8947 ,79.0918 ,-79.0918 ,-11.8947 ,0.990139 ,1.95011
17.254 ,-11.8962 ,79.1014 ,-79.1014 ,-11.8962 ,0.990363 ,1.95052
17.256 ,-11.8976 ,79.1109 ,-79.1109 ,-11.8976 ,0.990586 ,1.95093
17.258 ,-11.899  ,79.1204 ,-79.1204 ,-11.899  ,0.990808 ,1.95133
17.26  ,-11.9004 ,79.1299 ,-79.1299 ,-11.9004 ,0.991029 ,1.95173
17.262 ,-11.9018 ,79.1393 ,-79.1393 ,-11.9018 ,0.991249 ,1.95213
17.264 ,-11.9032 ,79.1487 ,-79.1487 ,-11.9032 ,0.991468 ,1.95253
17.266 ,-11.9046 ,79.158  ,-79.158  ,-11.9046 ,0.991686 ,1.95293
17.268 ,-11.9059 ,79.1673 ,-79.1673 ,-11.9059 ,0.991904 ,1.95332
17.27  ,-11.9073 ,79.1766 ,-79.1766 ,-11.9073 ,0.99212  ,1.95371
17.272 ,-11.9087 ,79.1858 ,-79.1858 ,-11.9087 ,0.992326 ,1.95412
17.274 ,-11.91   ,79.195  ,-79.195  ,-11.91   ,0.992528 ,1.95452
17.276 ,-11.9114 ,79.2041 ,-79.2041 ,-11.9114 ,0.992728 ,1.95492
17.278 ,-11.9127 ,79.2132 ,-79.2132 ,-11.9127 ,0.992927 ,1.95532
17.28  ,-11.9141 ,79.2223 ,-79.2223 ,-11.9141 ,0.993126 ,1.95572
17.282 ,-11.9154 ,79.2313 ,-79.2313 ,-11.9154 ,0.993301 ,1.95612
17.284 ,-11.9167 ,79.2403 ,-79.2403 ,-11.9167 ,0.993461 ,1.95651
17.286 ,-11.9181 ,79.2492 ,-79.2492 ,-11.9181 ,0.993621 ,1.9569
17.288 ,-11.9194 ,79.2581 ,-79.2581 ,-11.9194 ,0.993779 ,1.95728
17.29  ,-11.9207 ,79.2669 ,-79.2669 ,-11.9207 ,0.993937 ,1.95767
17.292 ,-11.922  ,79.2757 ,-79.2757 ,-11.922  ,0.994093 ,1.95805
17.294 ,-11.9233 ,79.2844 ,-79.2844 ,-11.9233 ,0.994249 ,1.95843
17.296 ,-11.9246 ,79.293  ,-79.293  ,-11.9246 ,0.994403 ,1.95881
17.298 ,-11.9258 ,79.3016 ,-79.3016 ,-11.9258 ,0.994556 ,1.95918
17.3   ,-11.9271 ,79.3102 ,-79.3102 ,-11.9271 ,0.994711 ,1.95956
17.302 ,-11.9284 ,79.3187 ,-79.3187 ,-11.9284 ,0.994873 ,1.95999
17.304 ,-11.9296 ,79.3271 ,-79.3271 ,-11.9296 ,0.995034 ,1.96041
17.306 ,-11.9309 ,79.3355 ,-79.3355 ,-11.9309 ,0.995194 ,1.96082
17.308 ,-11.9321 ,79.3439 ,-79.3439 ,-11.9321 ,0.995353 ,1.96124
17.31  ,-11.9333 ,79.3521 ,-79.3521 ,-11.9333 ,0.995511 ,1.96165
17.312 ,-11.9345 ,79.3604 ,-79.3604 ,-11.9345 ,0.995668 ,1.96206
17.314 ,-11.9358 ,79.3686 ,-79.3686 ,-11.9358 ,0.995825 ,1.96246
17.316 ,-11.937  ,79.3767 ,-79.3767 ,-11.937  ,0.99598  ,1.96287
17.318 ,-11.9382 ,79.3848 ,-79.3848 ,-11.9382 ,0.996134 ,1.96327
17.32  ,-11.9393 ,79.3928 ,-79.3928 ,-11.9393 ,0.99625  ,1.96368
17.322 ,-11.9405 ,79.4008 ,-79.4008 ,-11.9405 ,0.996321 ,1.96411
17.324 ,-11.9417 ,79.4087 ,-79.4087 ,-11.9417 ,0.996393 ,1.96454
17.326 ,-11.9429 ,79.4165 ,-79.4165 ,-11.9429 ,0.996463 ,1.96496
17.328 ,-11.944  ,79.4243 ,-79.4243 ,-11.944  ,0.996534 ,1.96538
17.33  ,-11.9452 ,79.432  ,-79.432  ,-11.9452 ,0.996603 ,1.9658
17.332 ,-11.9463 ,79.4397 ,-79.4397 ,-11.9463 ,0.996673 ,1.96621
17.334 ,-11.9474 ,79.4473 ,-79.4473 ,-11.9474 ,0.996741 ,1.96662
17.336 ,-11.9485 ,79.4548 ,-79.4548 ,-11.9485 ,0.99681  ,1.96703
17.338 ,-11.9496 ,79.4623 ,-79.4623 ,-11.9496 ,0.996878 ,1.96743
17.34  ,-11.9507 ,79.4697 ,-79.4697 ,-11.9507 ,0.996945 ,1.96783
17.342 ,-11.9518 ,79.4771 ,-79.4771 ,-11.9518 ,0.997012 ,1.96823
17.344 ,-11.9529 ,79.4844 ,-79.4844 ,-11.9529 ,0.997079 ,1.96862
17.346 ,-11.954  ,79.4917 ,-79.4917 ,-11.954  ,0.997145 ,1.96902
17.348 ,-11.9551 ,79.4989 ,-79.4989 ,-11.9551 ,0.997211 ,1.96941
17.35  ,-11.9561 ,79.506  ,-79.506  ,-11.9561 ,0.997276 ,1.96979
17.352 ,-11.9572 ,79.5131 ,-79.5131 ,-11.9572 ,0.997341 ,1.97018
17.354 ,-11.9582 ,79.5202 ,-79.5202 ,-11.9582 ,0.99732  ,1.97061
17.356 ,-11.9593 ,79.5272 ,-79.5272 ,-11.9593 ,0.997294 ,1.97105
17.358 ,-11.9603 ,79.5341 ,-79.5341 ,-11.9603 ,0.997267 ,1.97148
17.36  ,-11.9613 ,79.5409 ,-79.5409 ,-11.9613 ,0.997241 ,1.9719
17.362 ,-11.9623 ,79.5477 ,-79.5477 ,-11.9623 ,0.997216 ,1.97233
17.364 ,-11.9633 ,79.5544 ,-79.5544 ,-11.9633 ,0.997191 ,1.97274
17.366 ,-11.9643 ,79.561  ,-79.561  ,-11.9643 ,0.997166 ,1.97316
17.368 ,-11.9652 ,79.5676 ,-79.5676 ,-11.9652 ,0.997142 ,1.97357
17.37  ,-11.9662 ,79.5741 ,-79.5741 ,-11.9662 ,0.997118 ,1.97397
17.372 ,-11.9672 ,79.5805 ,-79.5805 ,-11.9672 ,0.997094 ,1.97438
17.374 ,-11.9681 ,79.5869 ,-79.5869 ,-11.9681 ,0.997071 ,1.97477
17.376 ,-11.969  ,79.5933 ,-79.5933 ,-11.969  ,0.997048 ,1.97517
17.378 ,-11.97   ,79.5995 ,-79.5995 ,-11.97   ,0.997025 ,1.97556
17.38  ,-11.9709 ,79.6058 ,-79.6058 ,-11.9709 ,0.997003 ,1.97595
17.382 ,-11.9718 ,79.6119 ,-79.6119 ,-11.9718 ,0.99698  ,1.97634
17.384 ,-11.9727 ,79.6181 ,-79.6181 ,-11.9727 ,0.996958 ,1.97672
17.386 ,-11.9736 ,79.6241 ,-79.6241 ,-11.9736 ,0.996937 ,1.9771
17.388 ,-11.9745 ,79.6301 ,-79.6301 ,-11.9745 ,0.996915 ,1.97748
17.39  ,-11.9754 ,79.6361 ,-79.6361 ,-11.9754 ,0.996893 ,1.97785
17.392 ,-11.9763 ,79.642  ,-79.642  ,-11.9763 ,0.996872 ,1.97822
17.394 ,-11.9771 ,79.6479 ,-79.6479 ,-11.9771 ,0.996851 ,1.97858
17.396 ,-11.978  ,79.6537 ,-79.6537 ,-11.978  ,0.996829 ,1.97895
17.398 ,-11.9788 ,79.6594 ,-79.6594 ,-11.9788 ,0.996808 ,1.9793
17.4   ,-11.9797 ,79.6651 ,-79.6651 ,-11.9797 ,0.99679  ,1.97966
17.402 ,-11.9805 ,79.6707 ,-79.6707 ,-11.9805 ,0.996797 ,1.98002
17.404 ,-11.9813 ,79.6763 ,-79.6763 ,-11.9813 ,0.996803 ,1.98037
17.406 ,-11.9822 ,79.6818 ,-79.6818 ,-11.9822 ,0.99681  ,1.98072
17.408 ,-11.983  ,79.6872 ,-79.6872 ,-11.983  ,0.996816 ,1.98106
17.41  ,-11.9838 ,79.6926 ,-79.6926 ,-11.9838 ,0.996822 ,1.9814
17.412 ,-11.9845 ,79.6979 ,-79.6979 ,-11.9845 ,0.996827 ,1.98174
17.414 ,-11.9853 ,79.7032 ,-79.7032 ,-11.9853 ,0.996832 ,1.98207
17.416 ,-11.9861 ,79.7083 ,-79.7083 ,-11.9861 ,0.996837 ,1.9824
17.418 ,-11.9869 ,79.7135 ,-79.7135 ,-11.9869 ,0.996842 ,1.98272
17.42  ,-11.9876 ,79.7185 ,-79.7185 ,-11.9876 ,0.996847 ,1.98304
17.422 ,-11.9883 ,79.7235 ,-79.7235 ,-11.9883 ,0.996851 ,1.98335
17.424 ,-11.9891 ,79.7284 ,-79.7284 ,-11.9891 ,0.996855 ,1.98366
17.426 ,-11.9898 ,79.7332 ,-79.7332 ,-11.9898 ,0.996858 ,1.98396
17.428 ,-11.9905 ,79.738  ,-79.738  ,-11.9905 ,0.996862 ,1.98426
17.43  ,-11.9912 ,79.7426 ,-79.7426 ,-11.9912 ,0.996866 ,1.98456
17.432 ,-11.9919 ,79.7472 ,-79.7472 ,-11.9919 ,0.99687  ,1.98485
17.434 ,-11.9925 ,79.7518 ,-79.7518 ,-11.9925 ,0.996875 ,1.98514
17.436 ,-11.9932 ,79.7562 ,-79.7562 ,-11.9932 ,0.996879 ,1.98543
17.438 ,-11.9938 ,79.7606 ,-79.7606 ,-11.9938 ,0.996884 ,1.98571
17.44  ,-11.9945 ,79.7649 ,-79.7649 ,-11.9945 ,0.996888 ,1.98599
17.442 ,-11.9951 ,79.7691 ,-79.7691 ,-11.9951 ,0.996892 ,1.98626
17.444 ,-11.9957 ,79.7732 ,-79.7732 ,-11.9957 ,0.996895 ,1.98652
17.446 ,-11.9963 ,79.7773 ,-79.7773 ,-11.9963 ,0.996899 ,1.98679
17.448 ,-11.9969 ,79.7813 ,-79.7813 ,-11.9969 ,0.996903 ,1.98704
17.45  ,-11.9975 ,79.7852 ,-79.7852 ,-11.9975 ,0.996906 ,1.98729
17.452 ,-11.9981 ,79.7891 ,-79.7891 ,-11.9981 ,0.99691  ,1.98754
17.454 ,-11.9986 ,79.7928 ,-79.7928 ,-11.9986 ,0.996913 ,1.98778
17.456 ,-11.9992 ,79.7966 ,-79.7966 ,-11.9992 ,0.996917 ,1.98802
17.458 ,-11.9997 ,79.8002 ,-79.8002 ,-11.9997 ,0.99692  ,1.98826
17.46  ,-12.0002 ,79.8038 ,-79.8038 ,-12.0002 ,0.996923 ,1.98849
17.462 ,-12.0008 ,79.8073 ,-79.8073 ,-12.0008 ,0.996926 ,1.98871
17.464 ,-12.0013 ,79.8107 ,-79.8107 ,-12.0013 ,0.996929 ,1.98893
17.466 ,-12.0018 ,79.8141 ,-79.8141 ,-12.0018 ,0.996931 ,1.98915
17.468 ,-12.0023 ,79.8174 ,-79.8174 ,-12.0023 ,0.996934 ,1.98936
17.47  ,-12.0027 ,79.8206 ,-79.8206 ,-12.0027 ,0.996937 ,1.98957
17.472 ,-12.0032 ,79.8238 ,-79.8238 ,-12.0032 ,0.996939 ,1.98977
17.474 ,-12.0037 ,79.8269 ,-79.8269 ,-12.0037 ,0.996941 ,1.98997
17.476 ,-12.0041 ,79.83   ,-79.83   ,-12.0041 ,0.996943 ,1.99017
17.478 ,-12.0046 ,79.8329 ,-79.8329 ,-12.0046 ,0.996945 ,1.99036
17.48  ,-12.005  ,79.8359 ,-79.8359 ,-12.005  ,0.996947 ,1.99054
17.482 ,-12.0054 ,79.8387 ,-79.8387 ,-12.0054 ,0.996948 ,1.99073
17.484 ,-12.0058 ,79.8415 ,-79.8415 ,-12.0058 ,0.99695  ,1.9909
17.486 ,-12.0062 ,79.8442 ,-79.8442 ,-12.0062 ,0.996951 ,1.99108
17.488 ,-12.0066 ,79.8468 ,-79.8468 ,-12.0066 ,0.996952 ,1.99124
17.49  ,-12.007  ,79.8494 ,-79.8494 ,-12.007  ,0.996952 ,1.99141
17.492 ,-12.0074 ,79.8519 ,-79.8519 ,-12.0074 ,0.996953 ,1.99157
17.494 ,-12.0077 ,79.8543 ,-79.8543 ,-12.0077 ,0.996953 ,1.99172
17.496 ,-12.0081 ,79.8566 ,-79.8566 ,-12.0081 ,0.996953 ,1.99187
17.498 ,-12.0084 ,79.8589 ,-79.8589 ,-12.0084 ,0.996953 ,1.99202
17.5   ,-12.0087 ,79.8611 ,-79.8611 ,-12.0087 ,0.996953 ,1.99216
17.502 ,-12.009  ,79.8632 ,-79.8632 ,-12.009  ,0.996952 ,1.99229
17.504 ,-12.0093 ,79.8653 ,-79.8653 ,-12.0093 ,0.996952 ,1.99242
17.506 ,-12.0096 ,79.8673 ,-79.8673 ,-12.0096 ,0.996951 ,1.99255
17.508 ,-12.0099 ,79.8692 ,-79.8692 ,-12.0099 ,0.996949 ,1.99267
17.51  ,-12.0102 ,79.871  ,-79.871  ,-12.0102 ,0.996948 ,1.99278
17.512 ,-12.0105 ,79.8727 ,-79.8727 ,-12.0105 ,0.996947 ,1.99289
17.514 ,-12.0107 ,79.8744 ,-79.8744 ,-12.0107 ,0.996945 ,1.993
17.516 ,-12.0109 ,79.876  ,-79.876  ,-12.0109 ,0.996944 ,1.9931
17.518 ,-12.0112 ,79.8776 ,-79.8776 ,-12.0112 ,0.996944 ,1.9932
17.52  ,-12.0114 ,79.879  ,-79.879  ,-12.0114 ,0.996943 ,1.99329
17.522 ,-12.0116 ,79.8804 ,-79.8804 ,-12.0116 ,0.996943 ,1.99337
17.524 ,-12.0118 ,79.8817 ,-79.8817 ,-12.0118 ,0.996942 ,1.99345
17.526 ,-12.012  ,79.8829 ,-79.8829 ,-12.012  ,0.99694  ,1.99353
17.528 ,-12.0121 ,79.8841 ,-79.8841 ,-12.0121 ,0.996939 ,1.9936
17.53  ,-12.0123 ,79.8852 ,-79.8852 ,-12.0123 ,0.996937 ,1.99367
17.532 ,-12.0124 ,79.8862 ,-79.8862 ,-12.0124 ,0.996935 ,1.99373
17.534 ,-12.0126 ,79.8872 ,-79.8872 ,-12.0126 ,0.996933 ,1.99379
17.536 ,-12.0127 ,79.888  ,-79.888  ,-12.0127 ,0.996931 ,1.99384
17.538 ,-12.0128 ,79.8889 ,-79.8889 ,-12.0128 ,0.996929 ,1.99389
