t,u,pred_p_x,pred_p_y,pred_p_z,pred_v_x,pred_v_y,pred_v_z,p_x,p_y,p_z,v_x,v_y,v_z
7.178,1.71,-12.5988,0,52.3891,-20.1928,0,-5.58081,-13.0128,0,52.2662,-19.5573,0,-6.54398
7.18,1.71631,-12.6372,0,52.3764,-20.1944,0,-5.57361,-13.0519,0,52.2531,-19.4821,0,-6.53475
7.182,1.72259,-12.6756,0,52.3637,-20.1923,0,-5.56525,-13.091,0,52.2399,-19.4021,0,-6.53576
7.184,1.72886,-12.7139,0,52.3511,-20.1855,0,-5.55554,-13.1298,0,52.2268,-19.3255,0,-6.52651
7.186,1.7351,-12.7521,0,52.3384,-20.1732,0,-5.54419,-13.1685,0,52.2137,-19.2445,0,-6.52547
7.188,1.74131,-12.7903,0,52.3258,-20.155,0,-5.53107,-13.2071,0,52.2006,-19.1663,0,-6.51669
7.19,1.7475,-12.8281,0,52.3127,-20.1078,0,-5.55194,-13.2455,0,52.1876,-19.0846,0,-6.51319
7.192,1.75367,-12.8658,0,52.2994,-20.0492,0,-5.57849,-13.2837,0,52.1745,-19.0045,0,-6.50518
7.194,1.75981,-12.9033,0,52.2862,-19.984,0,-5.60278,-13.3217,0,52.1614,-18.9222,0,-6.499
7.196,1.76593,-12.9407,0,52.273,-19.9122,0,-5.62469,-13.3596,0,52.1484,-18.8404,0,-6.49188
7.198,1.77202,-12.978,0,52.2599,-19.8343,0,-5.64441,-13.3974,0,52.1354,-18.7576,0,-6.48301
7.2,1.77809,-13.0153,0,52.2468,-19.7429,0,-5.65894,-13.4349,0,52.1224,-18.6738,0,-6.47669
7.202,1.78413,-13.0526,0,52.2337,-19.63,0,-5.66492,-13.4723,0,52.1094,-18.5905,0,-6.46529
7.204,1.79015,-13.0897,0,52.2206,-19.5118,0,-5.66901,-13.5095,0,52.0964,-18.5049,0,-6.45953
7.206,1.79614,-13.1267,0,52.2076,-19.389,0,-5.67126,-13.5466,0,52.0835,-18.421,0,-6.44592
7.208,1.80211,-13.1634,0,52.1947,-19.2621,0,-5.67194,-13.5835,0,52.0705,-18.3338,0,-6.44032
7.21,1.80805,-13.2,0,52.1818,-19.1323,0,-5.67139,-13.6202,0,52.0576,-18.2492,0,-6.42494
7.212,1.81396,-13.2364,0,52.169,-19.0001,0,-5.66986,-13.6567,0,52.0447,-18.1605,0,-6.41904
7.214,1.81985,-13.2725,0,52.1563,-18.8665,0,-5.66748,-13.6931,0,52.0319,-18.075,0,-6.40238
7.216,1.8257,-13.3085,0,52.1436,-18.7324,0,-5.66473,-13.7293,0,52.019,-17.985,0,-6.39565
7.218,1.83154,-13.3442,0,52.1311,-18.5986,0,-5.66187,-13.7653,0,52.0062,-17.8985,0,-6.37823
7.22,1.83734,-13.3797,0,52.1186,-18.466,0,-5.65912,-13.8011,0,51.9934,-17.8074,0,-6.37019
7.222,1.84312,-13.4151,0,52.1061,-18.3391,0,-5.65643,-13.8368,0,51.9806,-17.7197,0,-6.35246
7.224,1.84887,-13.4503,0,52.0934,-18.2236,0,-5.65369,-13.8722,0,51.9679,-17.6277,0,-6.34268
7.226,1.8546,-13.4854,0,52.0809,-18.1118,0,-5.65186,-13.9075,0,51.9552,-17.5386,0,-6.32503
7.228,1.86029,-13.5203,0,52.0684,-18.0041,0,-5.65137,-13.9426,0,51.9425,-17.4459,0,-6.3132
7.23,1.86596,-13.555,0,52.056,-17.901,0,-5.6521,-13.9775,0,51.9298,-17.3554,0,-6.29587
7.232,1.8716,-13.5894,0,52.0437,-17.8027,0,-5.65436,-14.0123,0,51.9172,-17.2621,0,-6.2818
7.234,1.87721,-13.6237,0,52.0314,-17.7092,0,-5.65808,-14.0468,0,51.9046,-17.1699,0,-6.2649
7.236,1.88279,-13.6578,0,52.0192,-17.6204,0,-5.66315,-14.0812,0,51.8921,-17.0762,0,-6.24857
7.238,1.88834,-13.6918,0,52.0071,-17.5363,0,-5.66968,-14.1154,0,51.8795,-16.9825,0,-6.23207
7.24,1.89386,-13.7256,0,51.995,-17.4564,0,-5.67755,-14.1494,0,51.867,-16.8882,0,-6.21357
7.242,1.89936,-13.7593,0,51.9829,-17.3845,0,-5.68805,-14.1832,0,51.8546,-16.7929,0,-6.19731
7.244,1.90482,-13.793,0,51.9709,-17.3195,0,-5.70081,-14.2168,0,51.8422,-16.6981,0,-6.17687
7.246,1.91025,-13.8266,0,51.9588,-17.259,0,-5.71527,-14.2502,0,51.8298,-16.6015,0,-6.16057
7.248,1.91566,-13.8603,0,51.9468,-17.2014,0,-5.73047,-14.2834,0,51.8174,-16.506,0,-6.1385
7.25,1.92103,-13.8939,0,51.9347,-17.1441,0,-5.74585,-14.3165,0,51.8051,-16.4081,0,-6.12183
7.252,1.92638,-13.9276,0,51.9227,-17.0854,0,-5.76086,-14.3493,0,51.7929,-16.3119,0,-6.09851
7.254,1.93169,-13.9612,0,51.9106,-17.0235,0,-5.77454,-14.3819,0,51.7806,-16.2128,0,-6.08109
7.256,1.93697,-13.9947,0,51.8986,-16.9564,0,-5.7865,-14.4144,0,51.7685,-16.1158,0,-6.05688
7.258,1.94223,-14.0283,0,51.8866,-16.8831,0,-5.79639,-14.4466,0,51.7563,-16.0157,0,-6.03836
7.26,1.94745,-14.0618,0,51.8746,-16.8019,0,-5.80347,-14.4787,0,51.7442,-15.9177,0,-6.01362
7.262,1.95264,-14.0952,0,51.8627,-16.7121,0,-5.8075,-14.5105,0,51.7322,-15.8168,0,-5.99368
7.264,1.9578,-14.1285,0,51.8508,-16.6128,0,-5.80823,-14.5422,0,51.7202,-15.7176,0,-5.9687
7.266,1.96292,-14.1617,0,51.8389,-16.5032,0,-5.80536,-14.5736,0,51.7082,-15.6161,0,-5.94709
7.268,1.96802,-14.1948,0,51.8271,-16.3837,0,-5.79883,-14.6048,0,51.6963,-15.5157,0,-5.92208
7.27,1.97308,-14.2278,0,51.8153,-16.2538,0,-5.7887,-14.6359,0,51.6844,-15.4136,0,-5.89865
7.272,1.97811,-14.2605,0,51.8036,-16.1141,0,-5.77502,-14.6667,0,51.6726,-15.312,0,-5.87371
7.274,1.98311,-14.2931,0,51.792,-15.965,0,-5.75787,-14.6974,0,51.6608,-15.2094,0,-5.84842
7.276,1.98808,-14.3254,0,51.7804,-15.8071,0,-5.73749,-14.7278,0,51.6491,-15.1065,0,-5.82356
7.278,1.99301,-14.3575,0,51.7689,-15.6416,0,-5.71423,-14.758,0,51.6375,-15.0034,0,-5.79647
7.28,1.99791,-14.3894,0,51.7576,-15.4692,0,-5.68854,-14.788,0,51.6258,-14.8992,0,-5.77159
7.282,2.00278,-14.421,0,51.7463,-15.2914,0,-5.66046,-14.8178,0,51.6143,-14.7957,0,-5.74284
7.284,2.00762,-14.4523,0,51.7351,-15.1091,0,-5.63074,-14.8474,0,51.6028,-14.6903,0,-5.71777
7.286,2.01242,-14.4836,0,51.7237,-14.9264,0,-5.59619,-14.8768,0,51.5913,-14.5863,0,-5.68759
7.288,2.01719,-14.5129,0,51.7123,-14.7899,0,-5.52429,-14.906,0,51.5799,-14.4798,0,-5.66209
7.29,2.02192,-14.5418,0,51.7011,-14.6554,0,-5.45001,-14.9349,0,51.5686,-14.3751,0,-5.63074
7.292,2.02662,-14.5705,0,51.69,-14.5212,0,-5.37616,-14.9637,0,51.5573,-14.2677,0,-5.60456
7.294,2.03129,-14.5989,0,51.679,-14.3884,0,-5.30304,-14.9922,0,51.5461,-14.1623,0,-5.57232
7.296,2.03592,-14.6269,0,51.6681,-14.258,0,-5.23102,-15.0205,0,51.5349,-14.054,0,-5.54517
7.298,2.04052,-14.6547,0,51.6573,-14.131,0,-5.16058,-15.0486,0,51.5238,-13.9479,0,-5.51233
7.3,2.04508,-14.6823,0,51.6466,-14.0081,0,-5.09186,-15.0765,0,51.5128,-13.8389,0,-5.48398
7.302,2.04961,-14.7096,0,51.636,-13.8899,0,-5.02502,-15.1042,0,51.5018,-13.7318,0,-5.45075
7.304,2.05411,-14.7366,0,51.6255,-13.777,0,-4.96051,-15.1317,0,51.4909,-13.6222,0,-5.42101
7.306,2.05857,-14.7634,0,51.6151,-13.6699,0,-4.89819,-15.1589,0,51.48,-13.5142,0,-5.38759
7.308,2.06299,-14.7899,0,51.6048,-13.5684,0,-4.83826,-15.1859,0,51.4693,-13.4041,0,-5.35632
7.31,2.06738,-14.8162,0,51.5946,-13.4725,0,-4.78058,-15.2127,0,51.4585,-13.295,0,-5.32281
7.312,2.07174,-14.8424,0,51.5844,-13.3824,0,-4.72522,-15.2393,0,51.4479,-13.1845,0,-5.28997
7.314,2.07606,-14.8683,0,51.5744,-13.2974,0,-4.67206,-15.2657,0,51.4373,-13.0744,0,-5.25641
7.316,2.08034,-14.8936,0,51.5644,-13.209,0,-4.62061,-15.2918,0,51.4268,-12.9635,0,-5.22199
7.318,2.08459,-14.9187,0,51.5544,-13.1235,0,-4.57086,-15.3177,0,51.4163,-12.8523,0,-5.18835
7.32,2.0888,-14.9436,0,51.5446,-13.0417,0,-4.52264,-15.3434,0,51.4059,-12.7411,0,-5.15246
7.322,2.09297,-14.9683,0,51.5348,-12.963,0,-4.47577,-15.3689,0,51.3956,-12.6289,0,-5.11863
7.324,2.09711,-14.9929,0,51.525,-12.8863,0,-4.42975,-15.3941,0,51.3854,-12.5173,0,-5.0814
7.326,2.10121,-15.0173,0,51.5154,-12.811,0,-4.38428,-15.4191,0,51.3752,-12.4041,0,-5.04725
7.328,2.10528,-15.0416,0,51.5057,-12.7358,0,-4.33893,-15.4439,0,51.3651,-12.2921,0,-5.00887
7.33,2.10931,-15.0658,0,51.4961,-12.6601,0,-4.29358,-15.4685,0,51.3551,-12.1781,0,-4.97421
7.332,2.1133,-15.0898,0,51.4866,-12.5828,0,-4.24774,-15.4928,0,51.3451,-12.0655,0,-4.93488
7.334,2.11726,-15.1137,0,51.4772,-12.5033,0,-4.20105,-15.517,0,51.3352,-11.9507,0,-4.89953
7.336,2.12118,-15.1374,0,51.4678,-12.4208,0,-4.15344,-15.5408,0,51.3254,-11.8376,0,-4.85946
7.338,2.12506,-15.161,0,51.4584,-12.3347,0,-4.10455,-15.5645,0,51.3157,-11.7222,0,-4.82324
7.34,2.1289,-15.1844,0,51.4491,-12.2445,0,-4.05432,-15.5879,0,51.3061,-11.6084,0,-4.78262
7.342,2.13271,-15.2076,0,51.4399,-12.1499,0,-4.0025,-15.6111,0,51.2965,-11.4925,0,-4.74538
7.344,2.13648,-15.2307,0,51.4308,-12.0506,0,-3.94916,-15.6341,0,51.287,-11.378,0,-4.70436
7.346,2.14021,-15.2535,0,51.4218,-11.9492,0,-3.89508,-15.6568,0,51.2776,-11.2616,0,-4.66598
7.348,2.1439,-15.2762,0,51.4128,-11.8481,0,-3.84131,-15.6793,0,51.2683,-11.1463,0,-4.62469
7.35,2.14756,-15.2986,0,51.4039,-11.747,0,-3.78766,-15.7016,0,51.259,-11.0295,0,-4.5851
7.352,2.15117,-15.3208,0,51.3951,-11.6457,0,-3.73401,-15.7236,0,51.2498,-10.9135,0,-4.54359
7.354,2.15475,-15.3428,0,51.3864,-11.5437,0,-3.68036,-15.7454,0,51.2408,-10.7963,0,-4.50279
7.356,2.15829,-15.3647,0,51.3778,-11.441,0,-3.62653,-15.767,0,51.2317,-10.6795,0,-4.46106
7.358,2.1618,-15.3863,0,51.3692,-11.3374,0,-3.57257,-15.7883,0,51.2228,-10.562,0,-4.41909
7.36,2.16526,-15.4076,0,51.3607,-11.2328,0,-3.51825,-15.8094,0,51.214,-10.4444,0,-4.37712
7.362,2.16868,-15.4288,0,51.3523,-11.1271,0,-3.46381,-15.8303,0,51.2052,-10.3266,0,-4.33406
7.364,2.17207,-15.4498,0,51.344,-11.0204,0,-3.409,-15.8509,0,51.1966,-10.2083,0,-4.29176
7.366,2.17542,-15.4705,0,51.3358,-10.9124,0,-3.35406,-15.8713,0,51.188,-10.0902,0,-4.24773
7.368,2.17872,-15.491,0,51.3277,-10.8029,0,-3.29865,-15.8915,0,51.1795,-9.97116,0,-4.205
7.37,2.18199,-15.5113,0,51.3197,-10.692,0,-3.24286,-15.9114,0,51.1711,-9.85264,0,-4.16014
7.372,2.18522,-15.5312,0,51.3117,-10.5781,0,-3.18823,-15.9311,0,51.1628,-9.73305,0,-4.11685
7.374,2.18841,-15.5505,0,51.3039,-10.4613,0,-3.13434,-15.9505,0,51.1545,-9.61409,0,-4.07131
7.376,2.19156,-15.5697,0,51.2962,-10.3432,0,-3.08002,-15.9697,0,51.1464,-9.494,0,-4.02735
7.378,2.19467,-15.5886,0,51.2886,-10.2239,0,-3.02533,-15.9886,0,51.1383,-9.37456,0,-3.98128
7.38,2.19775,-15.6073,0,51.2811,-10.1034,0,-2.9704,-16.0074,0,51.1304,-9.25403,0,-3.93653
7.382,2.20078,-15.6258,0,51.2736,-9.98175,0,-2.91522,-16.0258,0,51.1225,-9.13406,0,-3.89006
7.384,2.20377,-15.6445,0,51.266,-9.85657,0,-2.86884,-16.0441,0,51.1147,-9.01318,0,-3.84443
7.386,2.20672,-15.6637,0,51.2583,-9.72754,0,-2.83221,-16.0621,0,51.1071,-8.89264,0,-3.79767
7.388,2.20963,-15.6826,0,51.2506,-9.59802,0,-2.79523,-16.0798,0,51.0995,-8.77145,0,-3.7511
7.39,2.2125,-15.7013,0,51.243,-9.46783,0,-2.75787,-16.0973,0,51.092,-8.65032,0,-3.7041
7.392,2.21533,-15.7196,0,51.2356,-9.33728,0,-2.71997,-16.1146,0,51.0846,-8.52889,0,-3.65658
7.394,2.21813,-15.7378,0,51.2282,-9.20636,0,-2.68188,-16.1316,0,51.0773,-8.40716,0,-3.60939
7.396,2.22088,-15.7556,0,51.221,-9.0752,0,-2.64337,-16.1484,0,51.0701,-8.28549,0,-3.56092
7.398,2.22358,-15.7732,0,51.2138,-8.94373,0,-2.60468,-16.1649,0,51.0629,-8.16318,0,-3.51353
7.4,2.22625,-15.7905,0,51.2068,-8.81213,0,-2.5658,-16.1812,0,51.0559,-8.0413,0,-3.46416
7.402,2.22888,-15.8076,0,51.1999,-8.68079,0,-2.52667,-16.1973,0,51.049,-7.91842,0,-3.41654
7.404,2.23147,-15.8244,0,51.1931,-8.54944,0,-2.48743,-16.2131,0,51.0422,-7.79632,0,-3.36636
7.406,2.23402,-15.8409,0,51.1864,-8.4184,0,-2.44812,-16.2286,0,51.0355,-7.67292,0,-3.31845
7.408,2.23652,-15.8572,0,51.1798,-8.2876,0,-2.40869,-16.2439,0,51.0288,-7.55059,0,-3.26755
7.41,2.23898,-15.8732,0,51.1733,-8.15729,0,-2.36914,-16.259,0,51.0223,-7.42672,0,-3.21927
7.412,2.24141,-15.889,0,51.1669,-8.02716,0,-2.32965,-16.2738,0,51.0159,-7.30411,0,-3.16777
7.414,2.24379,-15.9044,0,51.1606,-7.89764,0,-2.29016,-16.2884,0,51.0096,-7.17984,0,-3.11903
7.416,2.24613,-15.9197,0,51.1545,-7.76849,0,-2.25061,-16.3027,0,51.0033,-7.05693,0,-3.06704
7.418,2.24843,-15.9346,0,51.1484,-7.63965,0,-2.21106,-16.3167,0,50.9972,-6.93231,0,-3.01777
7.42,2.25069,-15.9493,0,51.1425,-7.51135,0,-2.17139,-16.3306,0,50.9912,-6.80907,0,-2.96541
7.422,2.2529,-15.9638,0,51.1366,-7.38342,0,-2.13171,-16.3441,0,50.9853,-6.68417,0,-2.91552
7.424,2.25508,-15.9776,0,51.1309,-7.25421,0,-2.0907,-16.3575,0,50.9794,-6.56057,0,-2.86289
7.426,2.25721,-15.9902,0,51.1252,-7.1214,0,-2.04633,-16.3706,0,50.9737,-6.43544,0,-2.81234
7.428,2.2593,-16.0025,0,51.1196,-6.98883,0,-2.00189,-16.3834,0,50.9681,-6.31144,0,-2.7595
7.43,2.26135,-16.0146,0,51.1141,-6.85651,0,-1.95734,-16.396,0,50.9626,-6.18613,0,-2.70825
7.432,2.26336,-16.0265,0,51.1087,-6.72443,0,-1.91278,-16.4083,0,50.9572,-6.06173,0,-2.65527
7.434,2.26532,-16.0382,0,51.1035,-6.59253,0,-1.86816,-16.4204,0,50.9519,-5.93628,0,-2.60332
7.436,2.26724,-16.0496,0,51.0983,-6.46063,0,-1.82336,-16.4322,0,50.9467,-5.81148,0,-2.55022
7.438,2.26913,-16.0608,0,51.0932,-6.32861,0,-1.77838,-16.4438,0,50.9416,-5.6859,0,-2.49758
7.44,2.27096,-16.0717,0,51.0883,-6.19653,0,-1.73322,-16.4551,0,50.9366,-5.56071,0,-2.44436
7.442,2.27276,-16.0825,0,51.0835,-6.06433,0,-1.68787,-16.4662,0,50.9318,-5.43502,0,-2.39108
7.444,2.27452,-16.0929,0,51.0787,-5.93182,0,-1.64233,-16.477,0,50.927,-5.30945,0,-2.33773
7.446,2.27623,-16.1032,0,51.0741,-5.79907,0,-1.59656,-16.4876,0,50.9223,-5.18366,0,-2.28387
7.448,2.2779,-16.1132,0,51.0696,-5.66608,0,-1.55035,-16.4979,0,50.9178,-5.05775,0,-2.23035
7.45,2.27953,-16.1229,0,51.0652,-5.53265,0,-1.50403,-16.508,0,50.9133,-4.93184,0,-2.17598
7.452,2.28111,-16.1324,0,51.0609,-5.39899,0,-1.45746,-16.5178,0,50.909,-4.80563,0,-2.12224
7.454,2.28265,-16.1417,0,51.0567,-5.26477,0,-1.41046,-16.5273,0,50.9048,-4.67958,0,-2.06746
7.456,2.28415,-16.1507,0,51.0527,-5.13031,0,-1.36322,-16.5367,0,50.9007,-4.55313,0,-2.01345
7.458,2.28561,-16.1595,0,51.0487,-4.99548,0,-1.31561,-16.5457,0,50.8967,-4.42692,0,-1.95833
7.46,2.28702,-16.168,0,51.0449,-4.86005,0,-1.2677,-16.5545,0,50.8927,-4.30026,0,-1.90401
7.462,2.2884,-16.1763,0,51.0411,-4.72455,0,-1.21967,-16.5631,0,50.889,-4.17387,0,-1.84864
7.464,2.28972,-16.1843,0,51.0375,-4.58862,0,-1.1712,-16.5714,0,50.8853,-4.04706,0,-1.79396
7.466,2.29101,-16.1921,0,51.034,-4.45239,0,-1.12256,-16.5794,0,50.8817,-3.92047,0,-1.73841
7.468,2.29225,-16.1997,0,51.0306,-4.31598,0,-1.07355,-16.5872,0,50.8782,-3.79355,0,-1.68334
7.47,2.29346,-16.2069,0,51.0273,-4.17932,0,-1.02441,-16.5947,0,50.8749,-3.66676,0,-1.62766
7.472,2.29461,-16.214,0,51.0242,-4.04266,0,-0.975037,-16.602,0,50.8717,-3.53975,0,-1.5722
7.474,2.29573,-16.2208,0,51.0211,-3.90582,0,-0.925598,-16.6091,0,50.8685,-3.41275,0,-1.51644
7.476,2.2968,-16.2273,0,51.0182,-3.76898,0,-0.875916,-16.6158,0,50.8655,-3.28568,0,-1.46058
7.478,2.29783,-16.2336,0,51.0154,-3.63208,0,-0.825989,-16.6224,0,50.8626,-3.15849,0,-1.40475
7.48,2.29881,-16.2396,0,51.0127,-3.49536,0,-0.776001,-16.6286,0,50.8598,-3.03137,0,-1.34853
7.482,2.29976,-16.2454,0,51.0101,-3.35864,0,-0.725952,-16.6346,0,50.8571,-2.90399,0,-1.29264
7.484,2.30066,-16.2509,0,51.0076,-3.22217,0,-0.675842,-16.6404,0,50.8546,-2.77685,0,-1.23609
7.486,2.30151,-16.2562,0,51.0053,-3.08594,0,-0.625549,-16.6459,0,50.8521,-2.6493,0,-1.18013
7.488,2.30233,-16.2612,0,51.003,-2.94995,0,-0.575256,-16.6511,0,50.8498,-2.52213,0,-1.12331
7.49,2.3031,-16.2659,0,51.0009,-2.81409,0,-0.524902,-16.6561,0,50.8476,-2.39444,0,-1.06725
7.492,2.30382,-16.2705,0,50.9989,-2.67871,0,-0.474487,-16.6609,0,50.8454,-2.26723,0,-1.01022
7.494,2.30451,-16.2747,0,50.997,-2.54327,0,-0.424072,-16.6654,0,50.8434,-2.13945,0,-0.954043
7.496,2.30515,-16.2787,0,50.9952,-2.40857,0,-0.373596,-16.6696,0,50.8415,-2.01218,0,-0.896871
7.498,2.30575,-16.2825,0,50.9935,-2.27393,0,-0.32312,-16.6736,0,50.8398,-1.88434,0,-0.840537
7.5,2.3063,-16.286,0,50.992,-2.13971,0,-0.272583,-16.6773,0,50.8381,-1.75702,0,-0.783289
7.502,2.30681,-16.2892,0,50.9905,-2.00574,0,-0.222046,-16.6807,0,50.8366,-1.62915,0,-0.726774
7.504,2.30728,-16.2922,0,50.9892,-1.87201,0,-0.171387,-16.6839,0,50.8351,-1.50175,0,-0.669512
7.506,2.30771,-16.295,0,50.988,-1.73877,0,-0.120789,-16.6869,0,50.8338,-1.37389,0,-0.612793
7.508,2.30809,-16.2975,0,50.9869,-1.60577,0,-0.0701294,-16.6896,0,50.8326,-1.24642,0,-0.555574
7.51,2.30843,-16.2997,0,50.9859,-1.4729,0,-0.0194702,-16.692,0,50.8315,-1.1186,0,-0.49864
7.512,2.30872,-16.3017,0,50.985,-1.34021,0,0.0313721,-16.6942,0,50.8305,-0.991051,0,-0.441507
7.514,2.30897,-16.3035,0,50.9842,-1.20782,0,0.0822754,-16.6961,0,50.8297,-0.863303,0,-0.384355
7.516,2.30918,-16.305,0,50.9836,-1.07556,0,0.13324,-16.6978,0,50.8289,-0.735663,0,-0.327336
7.518,2.30935,-16.3062,0,50.9831,-0.943481,0,0.184265,-16.6992,0,50.8283,-0.608004,0,-0.26998
7.52,2.30947,-16.3072,0,50.9826,-0.811401,0,0.235474,-16.7004,0,50.8278,-0.480297,0,-0.2131
7.522,2.30955,-16.308,0,50.9823,-0.679443,0,0.286682,-16.7013,0,50.8274,-0.352752,0,-0.155567
7.524,2.30958,-16.3085,0,50.9821,-0.547791,0,0.338074,-16.702,0,50.8271,-0.224989,0,-0.0988289
7.526,2.30958,-16.3088,0,50.982,-0.415894,0,0.389709,-16.7024,0,50.8269,-0.0975611,0,-0.041155
7.528,2.30953,-16.3088,0,50.9821,-0.284241,0,0.441284,-16.7025,0,50.8268,0.0302386,0,0.0154452
7.53,2.30943,-16.3085,0,50.9822,-0.152588,0,0.493103,-16.7024,0,50.8269,0.157547,0,0.0732143
7.532,2.3093,-16.308,0,50.9825,-0.020874,0,0.544983,-16.702,0,50.827,0.285359,0,0.12969
7.534,2.30912,-16.3073,0,50.9829,0.110657,0,0.597107,-16.7014,0,50.8273,0.412554,0,0.187505
7.536,2.30889,-16.3063,0,50.9834,0.24231,0,0.649353,-16.7005,0,50.8277,0.54035,0,0.243872
7.538,2.30863,-16.305,0,50.984,0.373901,0,0.701721,-16.6994,0,50.8282,0.667432,0,0.301674
7.54,2.30832,-16.3035,0,50.9847,0.505371,0,0.754211,-16.698,0,50.8288,0.79518,0,0.357953
7.542,2.30796,-16.3018,0,50.9855,0.636841,0,0.806824,-16.6964,0,50.8296,0.922151,0,0.415685
7.544,2.30757,-16.2998,0,50.9864,0.768188,0,0.859558,-16.6945,0,50.8304,1.04982,0,0.471894
7.546,2.30713,-16.2975,0,50.9875,0.899536,0,0.912415,-16.6923,0,50.8314,1.17671,0,0.529513
7.548,2.30665,-16.295,0,50.9887,1.03058,0,0.965332,-16.6899,0,50.8325,1.30427,0,0.585664
7.55,2.30612,-16.2923,0,50.99,1.16156,0,1.01837,-16.6872,0,50.8337,1.43105,0,0.643112
7.552,2.30555,-16.2893,0,50.9914,1.2923,0,1.07147,-16.6843,0,50.835,1.55847,0,0.699209
7.554,2.30494,-16.286,0,50.9929,1.42297,0,1.12476,-16.6812,0,50.8364,1.68515,0,0.756451
7.556,2.30429,-16.2825,0,50.9945,1.55341,0,1.1781,-16.6777,0,50.8379,1.8124,0,0.812488
7.558,2.30359,-16.2787,0,50.9963,1.68347,0,1.23138,-16.6741,0,50.8396,1.93898,0,0.869493
7.56,2.30285,-16.2747,0,50.9981,1.81342,0,1.28479,-16.6701,0,50.8413,2.06604,0,0.925464
7.562,2.30207,-16.2705,0,51.0001,1.94305,0,1.3382,-16.6659,0,50.8432,2.19251,0,0.982215
7.564,2.30124,-16.2659,0,51.0022,2.07227,0,1.3916,-16.6615,0,50.8452,2.31938,0,1.0381
7.566,2.30038,-16.2612,0,51.0044,2.20117,0,1.44513,-16.6568,0,50.8473,2.44572,0,1.09458
7.568,2.29946,-16.2562,0,51.0067,2.3299,0,1.4986,-16.6519,0,50.8495,2.57238,0,1.15035
7.57,2.29851,-16.2509,0,51.0091,2.45825,0,1.55219,-16.6467,0,50.8518,2.69858,0,1.20656
7.572,2.29752,-16.2454,0,51.0117,2.58618,0,1.60571,-16.6412,0,50.8542,2.82503,0,1.26217
7.574,2.29648,-16.2396,0,51.0143,2.71368,0,1.65924,-16.6355,0,50.8568,2.95107,0,1.31811
7.576,2.2954,-16.2336,0,51.0171,2.84076,0,1.71271,-16.6296,0,50.8594,3.07729,0,1.37354
7.578,2.29427,-16.2274,0,51.02,2.96747,0,1.76624,-16.6234,0,50.8622,3.20315,0,1.42921
7.58,2.29311,-16.2209,0,51.023,3.09375,0,1.8197,-16.6169,0,50.8651,3.32915,0,1.48441
7.582,2.2919,-16.2142,0,51.0261,3.21954,0,1.87323,-16.6102,0,50.868,3.4548,0,1.53983
7.584,2.29065,-16.2072,0,51.0293,3.34503,0,1.92664,-16.6033,0,50.8711,3.58058,0,1.59475
7.586,2.28936,-16.1999,0,51.0326,3.47003,0,1.9801,-16.596,0,50.8743,3.706,0,1.64991
7.588,2.28802,-16.1924,0,51.036,3.5946,0,2.03357,-16.5886,0,50.8777,3.83156,0,1.70452
7.59,2.28664,-16.1847,0,51.0396,3.71887,0,2.08691,-16.5809,0,50.8811,3.95672,0,1.75943
7.592,2.28522,-16.1768,0,51.0432,3.84259,0,2.14032,-16.5729,0,50.8846,4.08205,0,1.8137
7.594,2.28376,-16.1686,0,51.047,3.96594,0,2.19379,-16.5647,0,50.8883,4.20693,0,1.86835
7.596,2.28226,-16.1601,0,51.0509,4.08911,0,2.24719,-16.5562,0,50.892,4.33202,0,1.92225
7.598,2.28071,-16.1514,0,51.0549,4.21179,0,2.3006,-16.5475,0,50.8959,4.4566,0,1.97662
7.6,2.27913,-16.1425,0,51.059,4.33398,0,2.35394,-16.5386,0,50.8998,4.58145,0,2.03013
7.602,2.2775,-16.1333,0,51.0632,4.45575,0,2.40741,-16.5294,0,50.9039,4.70572,0,2.08422
7.604,2.27583,-16.1239,0,51.0675,4.57727,0,2.46069,-16.5199,0,50.9081,4.83031,0,2.13732
7.606,2.27412,-16.1142,0,51.0719,4.69836,0,2.5141,-16.5102,0,50.9124,4.95426,0,2.1911
7.608,2.27236,-16.1043,0,51.0764,4.81903,0,2.56744,-16.5002,0,50.9168,5.07858,0,2.24379
7.61,2.27057,-16.0942,0,51.0811,4.93933,0,2.62085,-16.49,0,50.9213,5.20218,0,2.29724
7.612,2.26873,-16.0838,0,51.0858,5.05933,0,2.67426,-16.4796,0,50.9259,5.32621,0,2.3495
7.614,2.26685,-16.0732,0,51.0907,5.17883,0,2.72754,-16.4689,0,50.9306,5.44947,0,2.40258
7.616,2.26493,-16.0624,0,51.0956,5.29803,0,2.78088,-16.4579,0,50.9354,5.57319,0,2.45442
7.618,2.26297,-16.0513,0,51.1007,5.41663,0,2.83423,-16.4468,0,50.9404,5.6961,0,2.5071
7.62,2.26097,-16.0399,0,51.1059,5.53503,0,2.88751,-16.4353,0,50.9454,5.81948,0,2.55853
7.622,2.25893,-16.0284,0,51.1112,5.65289,0,2.94086,-16.4236,0,50.9505,5.94204,0,2.61076
7.624,2.25684,-16.0166,0,51.1166,5.77045,0,2.99414,-16.4117,0,50.9558,6.06506,0,2.66178
7.626,2.25472,-16.0045,0,51.1221,5.88751,0,3.0473,-16.3995,0,50.9611,6.18727,0,2.71354
7.628,2.25255,-15.9923,0,51.1277,6.00409,0,3.10052,-16.3871,0,50.9665,6.3099,0,2.76415
